StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q43_1,Q43_2,Q43_3,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q16,Q17_1,Q17_2,Q17_3,Q17_4,Q18_1,Q18_2,Q18_3,Q18_4,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q20_1,Q20_2,Q20_3,Q20_4,Q20_5,Q21,Q22,Q23,Q24,Q25
2020-09-10 04:23:35,2020-09-10 04:28:28,IP Address,45.64.241.106,100,292,True,2020-09-10 04:28:28,R_3J7NLlqyPnLpxwN,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,1-3次,同意,同意,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每日3-4小時,每日1-2小時,有,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,從不,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,中立,中立,中立,中立,中立,中立,中立,中立,信任,中立,女,20,社會科學院,Year 4,學士
2020-09-10 05:47:51,2020-09-10 05:51:06,IP Address,42.2.154.2,100,194,True,2020-09-10 05:51:06,R_3npJL6dH3ANVeqa,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,非常同意,中立,同意,同意,中立,同意,同意,同意,同意,中立,同意,同意,同意,同意,非常同意,同意,中立,同意,同意,同意,同意,同意,非常同意,中立,不同意,同意,1-3次,不同意,同意,中立,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每日1小時內,從不,每日1-2小時,每日1小時內,有,每日1-2小時,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,信任,信任,信任,信任,信任,信任,信任,信任,中立,女,19,法學院,Year 2,學士
2020-09-10 05:49:14,2020-09-10 05:55:26,IP Address,49.130.32.62,100,372,True,2020-09-10 05:55:27,R_12zlsULEW5pg3D7,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,非常同意,同意,中立,不同意,非常同意,不同意,同意,不同意,同意,同意,不同意,非常同意,同意,同意,非常同意,同意,中立,不同意,非常同意,同意,同意,同意,同意,非常同意,中立,同意,不同意,1-3次,不同意,不同意,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每日1小時內,每日3-4小時,有,每日1-2小時,每日3-4小時,從不,從不,每日1-2小時,有,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,信任,不信任,不信任,信任,不信任,信任,信任,信任,信任,中立,女,20,文學院,Year 3,學士
2020-09-10 05:53:03,2020-09-10 06:01:29,IP Address,14.0.228.163,100,505,True,2020-09-10 06:01:29,R_1K3eGgtzliWMoLj,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,不同意,同意,非常同意,中立,同意,不同意,同意,中立,不同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常不同意,非常不同意,非常同意,非常同意,中立,不同意,非常同意,非常同意,非常不同意,非常不同意,非常不同意,7次以上,不同意,非常不同意,非常同意,非常不同意,非常同意,沒有,,,,從不,每日1小時內,從不,每日3-4小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,不信任,中立,中立,中立,不信任,不信任,非常不信任,信任,信任,女,20,社會科學院,Year 3,學士
2020-09-10 05:57:02,2020-09-10 06:04:55,IP Address,14.0.236.108,100,472,True,2020-09-10 06:04:55,R_0q5wH73DKyC02u5,,,,,22.2794952392578125,114.14599609375,anonymous,EN,中立,同意,中立,中立,中立,不同意,非常同意,同意,不同意,中立,中立,不同意,同意,非常同意,中立,不同意,中立,同意,中立,中立,同意,同意,中立,同意,同意,非常同意,同意,中立,7次以上,中立,中立,中立,同意,中立,有,從不,從不,從不,從不,每日1小時內,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,不信任,中立,中立,中立,中立,中立,非常不信任,信任,不信任,男,19,理學院,Year 3,學士
2020-09-10 06:06:02,2020-09-10 06:13:56,IP Address,14.0.172.79,100,474,True,2020-09-10 06:13:57,R_3qkUJGdWpcIbsul,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,不同意,同意,不同意,非常同意,中立,同意,同意,中立,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,中立,同意,非常同意,同意,中立,同意,中立,1-3次,同意,非常同意,同意,同意,非常同意,沒有,,,,每日1-2小時,每日1小時內,從不,每日1小時內,有,每日1小時內,從不,從不,從不,每日1小時內,有,從不,從不,從不,從不,有,從不,從不,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,不信任,信任,信任,不信任,信任,信任,中立,中立,中立,女,19,社會科學院,Year 3,學士
2020-09-10 06:16:19,2020-09-10 06:20:22,IP Address,182.239.88.173,100,243,True,2020-09-10 06:20:22,R_1FJn6h3oKqK6g43,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,非常同意,中立,非常同意,中立,同意,同意,同意,同意,非常同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,非常同意,非常同意,非常同意,中立,中立,中立,1-3次,中立,同意,同意,非常同意,非常同意,有,從不,每5至10個帖子會表達反應／留言／分享一次,從不,每日1小時內,從不,每日1小時內,每日1小時內,有,每日1小時內,每日1小時內,從不,從不,從不,有,每5至10個帖子會表達反應／留言／分享一次,從不,從不,從不,有,每5至10個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,中立,中立,信任,信任,信任,信任,不信任,信任,中立,女,20,文學院,Year 3,學士
2020-09-10 06:34:24,2020-09-10 06:37:21,IP Address,110.235.47.206,100,176,True,2020-09-10 06:37:21,R_3Dw0dkeqF5iGl77,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,非常同意,同意,同意,同意,非常同意,非常同意,中立,非常同意,非常同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,1-3次,非常同意,同意,非常同意,非常同意,非常同意,有,從不,從不,從不,從不,從不,從不,每日3-4小時,有,每日1-2小時,每日1小時內,從不,每日1-2小時,每日1-2小時,有,從不,從不,從不,從不,有,從不,從不,從不,從不,沒有,,,,,從不,從不,從不,從不,中立,不信任,信任,信任,信任,中立,信任,不信任,信任,中立,女,20,工程學院,Year 2,學士
2020-09-11 03:03:06,2020-09-11 03:07:03,IP Address,61.238.107.33,100,237,True,2020-09-11 03:07:03,R_BMo8iEVJCAy0XRf,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,中立,同意,中立,中立,中立,不同意,不同意,不同意,同意,同意,同意,同意,同意,中立,不同意,同意,同意,同意,同意,同意,同意,中立,中立,同意,1-3次,中立,中立,同意,非常同意,同意,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每日4小時以上,每日3-4小時,有,每日3-4小時,每日3-4小時,從不,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,沒有,,,,,從不,從不,從不,從不,信任,中立,中立,信任,信任,信任,信任,不信任,信任,中立,女,21,商學院,Year 4,學士
2020-09-11 06:44:31,2020-09-11 06:48:37,IP Address,123.202.65.84,100,246,True,2020-09-11 06:48:38,R_3MQbRFuNcsUpFRG,,,,,22.3166961669921875,114.18328857421875,anonymous,EN,同意,同意,同意,不同意,同意,同意,同意,同意,同意,同意,同意,同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,同意,中立,不同意,非常同意,非常同意,非常同意,不同意,同意,4-5次,不同意,同意,同意,非常同意,非常同意,有,從不,從不,從不,從不,從不,從不,每日1-2小時,有,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,從不,有,從不,從不,從不,每30個以上帖子表達反應／留言／分享一次,有,從不,從不,從不,從不,有,從不,從不,從不,從不,從不,從不,從不,從不,中立,中立,中立,中立,中立,中立,中立,中立,信任,中立,男,21,理學院,Year 4,學士
2020-09-11 06:54:39,2020-09-11 06:57:57,IP Address,182.239.85.222,100,197,True,2020-09-11 06:57:57,R_8uClwYOWOtcydDX,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,同意,同意,非常同意,同意,中立,中立,中立,中立,非常同意,同意,非常同意,中立,非常同意,同意,同意,同意,同意,中立,中立,非常同意,非常同意,同意,中立,同意,4-5次,中立,中立,非常同意,同意,中立,有,從不,從不,從不,從不,從不,每日1小時內,每日1-2小時,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,信任,中立,中立,中立,中立,中立,中立,信任,中立,男,21,理學院,Year 4,學士
2020-09-10 05:41:23,2020-09-10 05:42:19,IP Address,183.179.232.153,21,55,False,2020-09-17 05:42:39,R_1pyufctuaPhrKiW,,,,,,,anonymous,EN,同意,同意,同意,同意,中立,同意,中立,中立,同意,中立,同意,同意,同意,同意,同意,中立,非常同意,同意,中立,同意,同意,同意,中立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-10 05:52:56,2020-09-10 05:53:03,IP Address,42.2.88.207,4,7,False,2020-09-17 05:53:25,R_1rqdLc5OYs7pz0Z,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-11 02:56:33,2020-09-11 03:00:48,IP Address,219.73.67.173,21,254,False,2020-09-18 03:00:49,R_31GCFVxmcASJWjN,,,,,,,anonymous,EN,非常同意,同意,同意,中立,同意,中立,同意,同意,中立,同意,同意,同意,同意,非常同意,同意,不同意,同意,同意,同意,同意,同意,同意,中立,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 02:52:01,2020-09-25 03:02:51,IP Address,112.119.95.242,100,650,True,2020-09-25 03:02:52,R_XXooGCWjIyg2igp,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,中立,同意,中立,同意,同意,中立,同意,同意,同意,同意,中立,中立,同意,中立,不同意,中立,同意,同意,中立,同意,中立,同意,同意,不同意,4-5次,中立,同意,非常同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,每日1小時內,每日1小時內,每日1小時內,有,每日3-4小時,每日1小時內,從不,每日1小時內,從不,有,每10至30個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,有,每10至30個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,信任,信任,信任,中立,中立,信任,中立,不信任,非常信任,中立,女,20,社會科學院,Year 3,學士
2020-09-25 03:17:26,2020-09-25 03:22:55,IP Address,124.217.189.166,100,328,True,2020-09-25 03:22:55,R_9sh8NC4WKCzR7oZ,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,同意,同意,非常同意,同意,中立,同意,同意,同意,同意,非常同意,非常同意,非常同意,非常同意,同意,1-3次,同意,中立,同意,同意,同意,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每日1小時內,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,信任,信任,信任,信任,信任,信任,信任,信任,男,22,社會科學院,Year 4,學士
2020-09-25 03:21:16,2020-09-25 03:26:34,IP Address,219.78.184.155,100,317,True,2020-09-25 03:26:34,R_1pMe8sOPPTp0yQY,,,,,22.2794952392578125,114.14599609375,anonymous,EN,非常同意,非常同意,非常同意,同意,同意,同意,中立,中立,同意,同意,同意,中立,中立,非常同意,同意,同意,同意,中立,不同意,同意,同意,同意,同意,同意,同意,同意,中立,中立,1-3次,同意,同意,非常同意,非常同意,非常同意,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,每日1小時內,每日1小時內,每日1小時內,每日1-2小時,有,每日1-2小時,每日1-2小時,從不,從不,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,有,從不,從不,從不,從不,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,中立,中立,信任,信任,中立,信任,信任,信任,信任,信任,女,22,社會科學院,Year 4,學士
2020-09-25 03:25:30,2020-09-25 03:41:43,IP Address,112.119.95.242,100,973,True,2020-09-25 03:41:44,R_2P7taHfBjPsalga,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,同意,中立,中立,同意,不同意,同意,同意,不同意,同意,同意,同意,中立,同意,中立,不同意,同意,中立,同意,中立,非常同意,同意,同意,中立,同意,1-3次,中立,同意,同意,同意,同意,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,從不,從不,每日1小時內,有,每日1-2小時,從不,每日1-2小時,每日1小時內,從不,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,從不,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,中立,中立,中立,中立,中立,中立,中立,不信任,非常信任,信任,女,20,文學院,Year 2,學士
2020-09-25 04:38:24,2020-09-25 04:41:23,IP Address,14.0.224.114,100,178,True,2020-09-25 04:41:23,R_31mCTNKTpdGiP65,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,同意,同意,同意,中立,同意,同意,同意,同意,同意,同意,中立,同意,中立,中立,同意,同意,同意,中立,同意,同意,同意,中立,中立,1-3次,同意,同意,中立,中立,同意,沒有,,,,每日1小時內,每日1小時內,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,中立,中立,中立,信任,信任,女,25,社會科學院,Year 4,學士
2020-09-25 04:54:10,2020-09-25 04:59:42,IP Address,119.236.242.120,100,332,True,2020-09-25 04:59:43,R_2YS0Z1KMQQiJLc4,,,,,22.3166961669921875,114.16668701171875,anonymous,EN,非常同意,非常同意,非常同意,非常同意,中立,同意,同意,同意,同意,同意,同意,中立,非常同意,非常同意,同意,同意,非常同意,同意,不同意,非常同意,同意,同意,中立,非常同意,非常同意,同意,同意,中立,1-3次,非常同意,同意,非常同意,非常同意,非常同意,沒有,,,,從不,從不,每日1小時內,每日1小時內,有,每日1小時內,每日1小時內,每日1小時內,從不,從不,有,幾乎每個帖子都會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,有,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,沒有,,,,,從不,從不,從不,從不,信任,信任,信任,信任,中立,信任,信任,不信任,信任,信任,女,19,文學院,Year 1,學士
2020-09-25 06:03:01,2020-09-25 06:08:08,IP Address,14.0.169.133,100,307,True,2020-09-25 06:08:08,R_1QyAThW5fnDCzTV,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,中立,中立,中立,同意,中立,同意,同意,不同意,同意,同意,中立,中立,同意,同意,中立,中立,同意,中立,中立,非常同意,同意,同意,中立,不同意,4-5次,中立,中立,同意,同意,非常同意,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每日1小時內,每日1小時內,有,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,從不,有,每10至30個帖子會表達反應／留言／分享一次,每10至30個帖子會表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每30個以上帖子表達反應／留言／分享一次,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,信任,信任,信任,信任,中立,信任,信任,中立,非常信任,中立,男,21,社會科學院,Year 4,學士
2020-09-25 06:08:19,2020-09-25 06:13:11,IP Address,14.0.169.133,100,292,True,2020-09-25 06:13:11,R_2xQ9PxP7qHtZ6jX,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,非常同意,同意,同意,中立,中立,中立,同意,中立,同意,同意,不同意,同意,同意,中立,中立,同意,中立,不同意,中立,同意,同意,中立,同意,同意,同意,中立,不同意,4-5次,中立,不同意,同意,同意,同意,沒有,,,,從不,從不,每日1小時內,從不,有,每日1小時內,從不,從不,每日1小時內,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,沒有,,,,,每30個以上帖子表達反應／留言／分享一次,從不,從不,每30個以上帖子表達反應／留言／分享一次,信任,信任,信任,信任,中立,信任,信任,不信任,信任,中立,男,20,工程學院,Year 3,學士
2020-09-26 01:28:58,2020-09-26 01:32:57,IP Address,112.118.10.82,100,239,True,2020-09-26 01:32:57,R_DAIJMqc17B9DyAV,,,,,22.3166961669921875,114.18328857421875,anonymous,EN,非常同意,同意,同意,同意,中立,非常同意,非常同意,非常同意,同意,非常同意,非常同意,中立,同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,非常同意,同意,同意,非常同意,非常同意,1-3次,中立,中立,同意,同意,同意,有,每30個以上帖子表達反應／留言／分享一次,從不,從不,每日1-2小時,每日1小時內,每日1小時內,每日1小時內,有,每日1小時內,每日1-2小時,每日1小時內,從不,從不,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,有,每10至30個帖子會表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,不信任,不信任,不信任,中立,中立,中立,中立,非常不信任,中立,中立,女,20,醫學院,Year 4,學士
2020-09-25 05:53:40,2020-09-26 07:23:07,IP Address,119.246.235.207,100,91766,True,2020-09-26 07:23:07,R_3oTLaMdiXTgv8l4,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,中立,中立,中立,同意,中立,同意,中立,中立,同意,同意,同意,同意,同意,中立,中立,同意,同意,同意,同意,同意,同意,中立,同意,中立,1-3次,中立,中立,中立,中立,中立,沒有,,,,從不,從不,每日1小時內,每日1小時內,有,從不,每日1小時內,每日1小時內,從不,從不,沒有,,,,,沒有,,,,,沒有,,,,,從不,從不,從不,從不,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,不透露,20,社會科學院,Year 3,學士
2020-09-27 00:16:30,2020-09-27 00:23:25,IP Address,14.0.153.42,100,414,True,2020-09-27 00:23:25,R_24cHkIr1TNmCf1m,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,同意,同意,中立,同意,中立,同意,中立,同意,同意,同意,同意,同意,同意,同意,同意,中立,非常同意,同意,非常同意,同意,同意,中立,同意,中立,同意,1-3次,不同意,不同意,中立,中立,中立,有,每30個以上帖子表達反應／留言／分享一次,每30個以上帖子表達反應／留言／分享一次,從不,從不,從不,每日1小時內,每日1-2小時,有,每日3-4小時,每日3-4小時,每日4小時以上,從不,從不,有,每10至30個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每10至30個帖子會表達反應／留言／分享一次,有,每10至30個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,從不,沒有,,,,,從不,從不,從不,從不,信任,不信任,中立,信任,信任,中立,信任,非常不信任,信任,信任,女,20,文學院,Year 3,學士
2020-09-25 02:57:49,2020-09-25 02:57:59,IP Address,103.247.140.162,4,10,False,2020-10-02 02:58:06,R_2PzEBNXXaNOw1hp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 02:59:44,2020-09-25 02:59:59,Spam,103.247.140.162,4,14,False,2020-10-02 03:00:00,R_5AWiGWrIm1k8He1,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 05:55:22,2020-09-25 05:55:24,IP Address,202.77.31.158,4,2,False,2020-10-02 05:55:50,R_z7PMfBv6LJW2iit,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-25 03:43:01,2020-09-25 06:16:06,IP Address,219.76.26.29,82,9184,False,2020-10-02 06:16:30,R_2bJMTRyQ2EGuPwc,,,,,,,anonymous,EN,同意,同意,同意,中立,中立,同意,中立,中立,中立,中立,同意,中立,非常同意,非常同意,中立,中立,同意,中立,同意,同意,同意,中立,中立,同意,同意,中立,中立,中立,0次,不同意,不同意,同意,同意,中立,沒有,,,,從不,每日1-2小時,每日1小時內,從不,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,信任,中立,中立,中立,中立,中立,中立,中立,,,,,
2020-09-25 07:23:38,2020-09-25 07:24:03,IP Address,58.153.18.251,4,24,False,2020-10-02 07:24:44,R_1JJCUrCM5tSMg9j,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-26 06:03:00,2020-09-26 06:03:07,IP Address,14.0.155.209,4,7,False,2020-10-03 06:03:21,R_08mVT7WcT2aw3y9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 10:36:28,2020-10-05 10:38:51,IP Address,14.198.147.78,100,143,True,2020-10-05 10:38:51,R_3Eb4LOQ8oED8or8,,,,,22.2794952392578125,114.14599609375,anonymous,EN,同意,同意,同意,中立,同意,同意,中立,同意,中立,同意,同意,同意,同意,同意,同意,同意,同意,中立,中立,同意,同意,同意,同意,中立,同意,同意,同意,中立,1-3次,不同意,中立,中立,中立,中立,沒有,,,,從不,從不,每日1小時內,每日1小時內,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,女,21,商學院,Year 3,學士
2020-09-29 04:48:39,2020-09-29 04:48:42,IP Address,218.103.166.183,4,3,False,2020-10-06 04:48:47,R_1rJPtTrgeGIlrcI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 04:51:51,2020-09-29 05:07:14,IP Address,182.239.121.150,36,923,False,2020-10-06 05:07:32,R_2QL1FbL4uGbtgpe,,,,,,,anonymous,EN,同意,同意,非常同意,中立,不同意,非常同意,中立,同意,中立,同意,中立,同意,非常同意,非常同意,中立,中立,同意,中立,不同意,同意,同意,同意,不同意,非常同意,非常同意,中立,不同意,同意,1-3次,不同意,中立,同意,同意,中立,有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-29 09:42:43,2020-09-29 09:43:04,IP Address,221.124.27.104,4,21,False,2020-10-06 09:43:07,R_3HnqXou017NOHlK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 07:32:29,2020-10-07 07:39:18,IP Address,190.2.131.208,100,409,True,2020-10-07 07:39:19,R_3j8aX6znBH4ST9Z,,,,,51.9933929443359375,4.2158050537109375,anonymous,EN,同意,同意,中立,中立,中立,同意,同意,同意,中立,中立,中立,不同意,中立,中立,中立,中立,中立,同意,中立,同意,同意,中立,中立,同意,同意,同意,中立,不同意,1-3次,不同意,中立,中立,中立,中立,有,每5至10個帖子會表達反應／留言／分享一次,每5至10個帖子會表達反應／留言／分享一次,從不,每日1小時內,每日1小時內,每日1小時內,每日4小時以上,沒有,,,,,,,,,,,,,,,,,,,,,,,,,中立,中立,中立,中立,中立,中立,中立,中立,中立,中立,女,21,教育學院,Year 3,學士
